email_ID,text
434,mr fork writes jim whitehead writes toddlers pressing play must cause music start immediately within half second toddler get causality press the button multiple times sound indicating music start real soon now a tonal countdown would nice would ideal toddler cd player like would immediately start playing cd loaded d mp3 player solid state storage instant on hmm seems like every cd player include the capability rip encode cache last cds inserted playback would never need face seek delays after initial ripping use laser pickup would recognizing cd inserted which might doable faster seek and start at first track operation you could also take cd playing hmm cd still cache maybe don even insert choose step through ui instead wave electronic eye of some sort player recognizes silkscreening kids would like play they say facing cd player player would start immediately gordon
435,wed 4 sep 2002 gordon mohr wrote hmm seems like every cd player include the capability rip encode cache last cds inserted there companies given current state the drm sceen litigiouness riaa wants go like circus seals
436,wed 4 sep 2002 mr fork wrote mp3 player solid state storage instant on getting new media bit reach kindala cd solution hand em disc goes tradeoffs abound heather got cd player even though crappy handmedown worked great batterys poping out bad bad ui there next one store bought audio player mp3 decoders yet wanted bottom line volt momala put the kabash anything costing 30 bucks heck scrounge ebay to get palm m100 25 bucks the hitch new music upshot spend time going usenet listing togther its happy family now benjamin yea id love something like amazingly cool fisher price first cd casset vasectomy dirtybomb products perhaps the first cd might work time let ebay walking
437,jim whitehead ejw cse ucsc edu writes cd player combines play pause single button but t provide instantaneous feedback button pushed instead requiring wait music starts 5 10 seconds ui disaster since tatum t get feedback right away presses the button thereby pausing cd even plays ll ever get music presses button odd number times happens surprising amount time since eventually hits button again music t play nice hear somebody else too karl anderson kra monkey org http www monkey org kra
438,wed 4 sep 2002 tom wrote groys gesheft zol er hobn mit shroyre vus er hot zol men bay im nit fregn un vos men fregt zol er nisht hobn aint truth nutin is a nice curse n get shroyre though
439,bitbitch magnesium net writes sl snip sl misc rants finding jobs java vs makes good programmer etc sl snip snip sl okay hmm thought twice hey jobs hard to sl come company hiring mountain view looking good snip give adam hour come adequate number of excuses this job t worth http www netli com careers index htm along resume please answer question c statement define xy besides provide job security karl anderson kra monkey org http www monkey org kra
440,benjamin yea id love something like amazingly cool fisher price first cd casset vasectomy dirtybomb products perhaps first cd might work time let ebay walking sony makes line products my father legendary abilty break things thumbs death would rival anything toddler could devices countless numbers of walkman devices lids broken buttons pressed oblivion found sony devices got first sony afraid the marketing cd player fire engine red completely indestructible hacked headphone jack gave he complained looks used nonetheless also gave pack of headphones things indestuctible headphones aren obscenely bulky now re riding curve ever increasing geezer population how soon device makers get wise morbid would marketing be last sony ducks runs bill kearney
441,eirikur said incident interesting microcosm society law develop women town attempting regulate competition social standards mechanisms expect shame already tried failed legal next the point could also hassle sunbather reasons given in the story sunbather probably pissed complainers other ways too law society wholeheartedly trivial big fuzzy concepts like sluts vs moms convenient vehicles petty disputes often as not lucas
442,original message fork admin xent com mailto fork admin xent com behalf karl anderson sent thursday september 05 2002 50 am bitbitch magnesium net cc fork spamassassin taint org subject java kiddies bitbitch magnesium net writes sl snip sl misc rants finding jobs java vs makes good programmer etc sl snip snip sl okay hmm thought twice hey jobs hard to sl come company hiring mountain view looking good snip give adam hour come adequate number of excuses this job t worth http www netli com careers index htm along resume please answer question does c statement define xy besides provide job security this useful define containing record address type field type pchar address pchar type field bill
443,dunno bb women like thought way right choose treated way men ahem boy cleans washes clothes cooks fixes stuff etc works number of hours sometimes catch close industrious creative unfailingly makes bed minute get boy 2 here soon help boy 1 things pedicures backrubs and sure fucking lol along aforementioned chores adam have cake eat find right girl the beliefs gender roles course clue look constantly laughing stumbles around dark cindy s numbers way indicate importance favor the order move house smiles chris s moving going new orleans ca t handle cab driving summer sucked ms gulf coast instead rocking like normally wish luck going look another computer job le sigh on thu 5 sep 2002 bitbitch magnesium net wrote hello adam thursday september 05 2002 11 33 18 pm wrote alb re saying product bundling works good point sometimes wish still ca deserve good beating every often anyone else want honors alb different normal marriage exactly then alb woman gets man one country and alb offspring actual opportunities oh lack of alb de feminized over sized self centered mercenary minded choices mmkay nth time adam n live land of adam fantasy women actually allowed things productive independent entirely free male counterparts aren forced cook clean merely sexual vessels sometimes come shock doubt men women even find love crucial distinction system and marry one another satisfaction together i know far fetched idealistically crazy things happen guarantee mother approached my father 25 years ago commented cleaning ability motivator marrying would conversation now guys still silly antequated ideas women role then opportunities finding women will scarce these situations great provided everyone aware relationship contractual one wants maid dog prostitute he t pay wants country t impoverished teeming aids contract versus true love interest marriage egh really need stop analyzing posts extent i blame law school cat bb alb adam duncan beberg alb http www mithral com beberg alb beberg mithral com t take stocks mathematics anyway huckleberry finn
444,fair trade imo mid east bloke dying marry american start business bb right thrill gone take shit lol cindydrinking on thu 5 sep 2002 adam beberg wrote thu 5 sep 2002 bitbitch magnesium net wrote situations great provided everyone aware the relationship contractual one wants maid dog prostitute t pay wants country isn impoverished teeming aids assume match people marry neither is attracted case even arranged marrage beat long way males gets wife actually like a long time female gets britan country real rights women no opportunities children polution aids an uncountable number scary tropical diseases mention cases living conditions us spoiled americans even comprehend yea women definately getting tha bad end deal here re easy taunt adam duncan beberg http www mithral com beberg beberg mithral com n take stocks mathematics anyway huckleberry finn
445,someone taken mostly newtel users think take the t take stocks mathematics anyway huckleberry finn
446,adam beberg writes t politician know tell truth odds impeached by as article forwarded explained second line text this politician woman next monday ob no clue how they remove mayors in italy ob no clue full stop nearly adam beberg posts kragen pobox com kragen sitaker http www pobox com kragen edsger wybe dijkstra died august 2002 world lost great man see http advogato org person raph diary html start 252 and http www kode fu com geek 2002 08 04 archive shtml details
447,thu 5 sep 2002 bitbitch magnesium net wrote situations great provided everyone aware the relationship contractual one wants maid dog prostitute t pay wants country isn impoverished teeming aids you assume match people marry neither is attracted case even arranged marrage beat long way males gets wife actually like a long time female gets britan country real rights women no opportunities children polution aids an uncountable number scary tropical diseases mention cases living conditions us spoiled americans even comprehend yea women definately getting tha bad end deal here you re easy taunt adam duncan beberg http www mithral com beberg beberg mithral com
448,adam beberg writes tue 3 sep 2002 kragen sitaker wrote unix acquired nonblocking o form select 23 years ago solaris particular aio calls discussing many years select scaling joke best know know poll is bit better not know post responding explained somewhat detail joke you should know evidently t poll t even bit better in fact order magnitude worse dense file descriptor sets normal case except operating systems select t system call library routine that calls poll applications need aio calls essentially only high performance rdbms servers even benefit and faking fine multiple threads processes provides modicum extra performance wrong makes huge difference even consider small programs why t explain detail although t copy spec handy think aio apis come posix spec ieee std 1003 1990 section 7 is 13 years old think documented then current practice might even older that yes sgi patch linux kernel implement aio interfaces still built knows point it portable either case you originally said could 20 years without feature unix finally catches windows o doesnt sic totally suck for nontrivial apps way the point point point discussing please t try to tell trying make different point don care clue talking unix has t without feature fact since you were elementary school operating systems without don totally suck nontrivial apps for worth glibc actually implemented aio calls for way t scale large numbers of concurrent o requests find references glibc implementation far back 1999 glibc 1 could probably find much earlier references time http sources redhat com ml libc hacker 1999 12 msg00070 html details at http www atnf csiro au people rgooch linux docs io events html details sgi patch at http oss sgi com projects kaio faq html unix multiprocess since 1969 unix implementations supported multithreading decade more unix still kinda sorta supporting pthreads posix interface 7 implementation re safe you stick basics your original complaint unix t multithreading or multiprogramming well ve pointed obviously idiotic claim ve amended complaint although individual unixes things well complain their implementations entirely conformant posix threads specification well probably true n written pthreads programs much ca t confirm own experience even true good reason to prefer windows i sure provide examples bugs particular threading implementations spare us shut up kragen pobox com kragen sitaker http www pobox com kragen edsger wybe dijkstra died august 2002 world lost great man see http advogato org person raph diary html start 252 and http www kode fu com geek 2002 08 04 archive shtml details
449,thu 5 sep 2002 bitbitch magnesium net wrote yet another case marriage actually inappropriate word guys want housekeeper dog and prostitute so re saying product bundling works good point and different normal marriage exactly then that woman gets man one country and her offspring actual opportunities oh lack of de feminized over sized self centered mercenary minded choices adam duncan beberg http www mithral com beberg beberg mithral com
450,hello adam thursday september 05 2002 11 33 18 pm wrote alb re saying product bundling works good point sometimes wish still ca deserve good beating every so often anyone else want honors alb different normal marriage exactly then alb woman gets man one country and alb offspring actual opportunities oh lack of alb de feminized over sized self centered mercenary minded choices mmkay nth time adam n live land of adam fantasy women actually allowed things productive independent entirely free male counterparts aren forced cook clean merely sexual vessels sometimes and come shock doubt men women even find love crucial distinction system and they marry one another satisfaction together i know far fetched idealistically crazy things do happen guarantee mother approached my father 25 years ago commented cleaning ability motivator marrying would conversation now if guys still silly antequated ideas women role then their opportunities finding women will scarce these situations great provided everyone aware relationship is contractual one wants maid dog prostitute he does t pay wants country t impoverished and teeming aids contract versus true love interest marriage egh really need stop analyzing posts extent i blame law school cat bb alb adam duncan beberg alb http www mithral com beberg alb beberg mithral com best regards bitbitch mailto bitbitch magnesium net
451,ah yes yet another case marriage actually inappropriate word for guys want housekeeper dog and prostitute all say hope girls come take men what they glorified housekeepers short term possible and enjoy free travel love arse bb alb alternative kind de feminized over sized self centered alb mercenary minded lady available british singles scene alb glad see american culture making way british bars alb god bless us uncivilized bastards every one alb still definately something right people now alb cheaper decent laptop ok knew already alb alb selling wedded bliss big business thailand alb thu aug 29 10 19 et alb andrew marshall alb bangkok thailand reuters english dentist ken moylan came thailand alb looking wife took two hours find her alb first day went wan came back hotel hung all alb clothes tidied room thought marvelous said i alb knew something special alb moylan 49 one thousands men use introduction agencies meet alb marry thai women lives england 28 year old wan alb expecting first child alb critics marriage agencies say exploit grinding poverty women alb developing countries offering dreams new life west that alb often turn sour moylan says regrets coming thailand alb search wife alb got thailand p 4 m d met wan said knew alb found attractive could tell straight away caring alb moylan spent week thailand returning england kept in alb touch wan phone mail six months later came england and alb couple married alb mr marriage alb lawrence lynch 49 runs thai professional introduction services agency alb moylan used meet wife lynch calls mr marriage alb started company also marrying thai woman introduction alb agency alb since helped set hundreds marriages alb last five years ve done 400 said best my alb knowledge successful alb male clients pay 2 213 service although men countries that alb require handle visa work get discount alb clients get view catalogs videos hundreds thai women alb looking husband like see come bangkok alb clients introduced several women chaperoned meetings lynch alb office encounters often awkward given mutual shyness and alb language problems alb find gentlemen usually nervous ladies alb lynch said start meeting ladies soon relax alb first meeting couples decide go dates get know alb better within two weeks arrival lynch says almost every alb client found potential wife alb end fortnight rare guy go back and alb think t made mind said cases marriage follows alb usually within next year alb roongthip kamchat managing director thai 1 connections a alb bangkok based agency says introduced 000 couples less alb 10 percent broken up alb roongthip says sometimes difficult time calming men just alb arrived bangkok looking wife alb sometimes nervous said sometimes very alb impatient say give lady want get married say calm alb ok ll talk alb men really hurry roongthip says find wife alb get married within week lynch says clients found wives alb include blind man man one leg man post traumatic alb stress disorder alb alb similar marriage agencies found many developing countries critics alb say thrive neediness lonely western men unable to alb form relationships country desperation of alb impoverished women believe find better life west alb moylan says arrangement makes partners happy is alb reason object talk people needy think alb everybody wants someone love wants someone love yes i alb need wan said alb thai women dissatisfied life thailand think no alb secret looking better life n problem alb return willing give lot love care to alb future husband alb lynch says men dissatisfied western women they alb choose use agency alb brochure promises alternative kind de feminized alb over sized self centered mercenary minded lady available british alb singles scene says make dreams come true even men are alb god gift women alb roongthip said many western men found difficult meet women their alb countries found thai women attractive alb n know meet women even go pubs discotheques alb restaurants department stores ask people marry alb impossible said alb many thai girls slim long hair black eyes small nose are alb good taking care joking laughing strict different from alb ladies countries alb although many couples married agencies considerable age gap alb agencies say problem say language problems also alb major obstacle alb thai ladies ageist qualms whatsoever having alb husband significantly older lynch said met wife she alb could t speak word english muddled along phonetic alb dictionary ladies keen learn english pick up alb quickly alb many agencies also offer tuition woman expect move alb west alb kitchens study classes roongthip said teach them alb eat make tea alb pitfalls alb dreams come true bee 26 year old thai woman went to alb switzerland two years ago man met agency is alb back bangkok sad angry alb friends lonely said tried make him alb happy wanted sex somebody keep house clean never alb spoke alb bee came back bangkok earlier year thought would happy alb said worst time life alb lynch says agencies badly run makes checks ensure alb unsuitable candidates weeded out alb ethical professional said take all alb comers alb moylan says despite possible pitfalls marriage proof the alb arrangement work wan sister signed lynch company alb looking foreign husband alb perhaps cases women exploited sure alb moylan said majority cases women get good deal best regards bitbitch mailto bitbitch magnesium net
452,ouch hooooo cheers rah begin forwarded text date thu 5 sep 2002 09 17 13 0700 from guy subject electric car edsel to r hettinga rah shipwright com bob this guy idiot i design loads systems 50 kv capacitors one 864 of capacitors stores 10 megajoules means 11 kilojoules each weigh 125 kg you need high energy per unit mass capacitive system picked maximizes that it precisely system maxwell touting electrical braking and power augmentation regenerative use automobiles also need voltage use dc motor though actual capacitors system charged 5 volts system them arranged series boost voltage ignore waste time somebody sig r hettinga rah shipwright com subject electric car edsel date wed 4 sep 2002 15 31 39 0400 people begin forwarded text date wed 4 sep 2002 07 59 10 0700 pdt from adam beberg beberg mithral com to r hettinga rah shipwright com cc fork spamassassin taint org subject electric car edsel on wed 4 sep 2002 r hettinga wrote maxwell www maxwell com makes sells high energy density capacitors called ultracapacitors deliver air cooled voltage regulated module charge 42 hold 128 kilojoules roughly energy teaspoons sugar bite donut weighs 16 kilograms electrical energy could converted kinetic energy enough get capacitor module 200 mph in vacuum since energy pack capacitor something like 2 v want design system lowest voltage possible to fully exploit 2 yea 42v system useful for accelerating insects cars must 40kv standard 42 joke putting 42 goggle find model missed btw most production systems use mix batteries capacitors few real world applications run less 10 seconds like car were talking originally even 10 seconds pushing capactior the wrong choice limits thats landspeed record model battery one it got run much longer period time needs steady discharge curve but safe say people want indy 500 version not the 4 mile sprint version looking vehice those you dont want battery capacitor want take advantage whole atoms electrons suck electrons need with fuel cell however use capacitors braking accel and batteries dump excess energy design adam duncan beberg http www mithral com beberg beberg mithral com end forwarded text hettinga mailto rah ibuc com the internet bearer underwriting corporation http www ibuc com 44 farquhar street boston 02131 usa however may deserve respect usefulness antiquity predicting end world found agreeable to experience edward gibbon decline fall roman empire end original message end forwarded text hettinga mailto rah ibuc com the internet bearer underwriting corporation http www ibuc com 44 farquhar street boston 02131 usa however may deserve respect usefulness antiquity predicting end world found agreeable to experience edward gibbon decline fall roman empire
453,alternative kind de feminized over sized self centered mercenary minded lady available british singles scene glad see american culture making way british bars god bless us uncivilized bastards every one still definately something right people now cheaper decent laptop ok knew already selling wedded bliss big business thailand thu aug 29 10 19 et by andrew marshall bangkok thailand reuters english dentist ken moylan came thailand looking wife took two hours find her first day went wan came back hotel hung all my clothes tidied room thought marvelous said i knew something special moylan 49 one thousands men use introduction agencies meet marry thai women lives england 28 year old wan who expecting first child critics marriage agencies say exploit grinding poverty women in developing countries offering dreams new life west that often turn sour moylan says regrets coming thailand in search wife got thailand p 4 m d met wan said knew found attractive could tell straight away caring moylan spent week thailand returning england kept in touch wan phone mail six months later came england and the couple married mr marriage lawrence lynch 49 runs thai professional introduction services agency moylan used meet wife lynch calls mr marriage started company also marrying thai woman introduction agency since helped set hundreds marriages last five years ve done 400 said best my knowledge successful male clients pay 2 213 service although men countries that require handle visa work get discount clients get view catalogs videos hundreds thai women looking husband like see come bangkok clients introduced several women chaperoned meetings lynch office encounters often awkward given mutual shyness and language problems find gentlemen usually nervous ladies lynch said start meeting ladies soon relax after first meeting couples decide go dates get know each better within two weeks arrival lynch says almost every client found potential wife end fortnight rare guy go back and think t made mind said cases marriage follows usually within next year roongthip kamchat managing director thai 1 connections a bangkok based agency says introduced 000 couples less than 10 percent broken up roongthip says sometimes difficult time calming men just arrived bangkok looking wife sometimes nervous said sometimes very impatient say give lady want get married say calm down ok ll talk but men really hurry roongthip says find wife and get married within week lynch says clients found wives for include blind man man one leg man post traumatic stress disorder why similar marriage agencies found many developing countries critics say thrive neediness lonely western men unable to form relationships country desperation of impoverished women believe find better life west but moylan says arrangement makes partners happy is no reason object talk people needy think everybody wants someone love wants someone love yes i need wan said thai women dissatisfied life thailand think no secret looking better life n problem with return willing give lot love care to their future husband lynch says men dissatisfied western women they choose use agency his brochure promises alternative kind de feminized over sized self centered mercenary minded lady available british singles scene says make dreams come true even men are not god gift women roongthip said many western men found difficult meet women their own countries found thai women attractive t know meet women even go pubs discotheques or restaurants department stores ask people marry impossible said many thai girls slim long hair black eyes small nose are good taking care joking laughing strict different from ladies countries although many couples married agencies considerable age gap the agencies say problem say language problems also not major obstacle thai ladies ageist qualms whatsoever having husband significantly older lynch said met wife she could t speak word english muddled along phonetic dictionary ladies keen learn english pick up very quickly many agencies also offer tuition woman expect move to west kitchens study classes roongthip said teach them how eat make tea pitfalls but dreams come true bee 26 year old thai woman went to switzerland two years ago man met agency is back bangkok sad angry friends lonely said tried make him happy wanted sex somebody keep house clean never spoke bee came back bangkok earlier year thought would happy there said worst time life lynch says agencies badly run makes checks ensure unsuitable candidates weeded out ethical professional said take all comers moylan says despite possible pitfalls marriage proof the arrangement work wan sister signed lynch company looking foreign husband perhaps cases women exploited sure moylan said majority cases women get good deal
454,thu 5 sep 2002 bitbitch magnesium net wrote guys still silly antequated ideas women role then opportunities finding women will scarce what silly antiquated depends lot country live in i t statistics love half life seems long term relationships use something else glue clearly non silly non antiquated ideas relationships have resulted mostly short duration relationships single parented dysfunctional kids enough boot keep our demographics completely keeling re importing places with mostly silly antiquated ideas at least viewpoint demographics sustainability and counterpressure gerontocracy resulting innovatiophobia re doing something wrong maybe really go dirty tleilaxu way
455,agree rob think phones mms building traction europe handsets might interesting bottom line help sell phones bill enough time wcarriers networks anyone remember polariod photo sticker fad low quality small size kids totally dug stuff seems like every adolescent girl stuff one point never replaced aimed replace digital cameras normal photographs n think mms photos substitute photography developed local hour joint digital photos pc think expands market forms new category extent category size big question fad sustained market s consumer behavior marketing n think technology adoption follow substitution another product market case digital photos normal photos europe one watch teenagers wireless phones pricing marketing right ll figure carriers figure market them rob shavell rob mobiusvc com mike masnick mike techdirt com cc fork spamassassin taint org subject sprint delivers next big thing date wed 21 aug 2002 01 10 50 0700 right mike agree disagree take comments heart opinion is one last frontiers communications instant show cross easily though right rain pricing am mildly amused level skepticism innatention getting premise world change dramatic unexpected ways billion eye instantly share see amongst n mean people stop talking on phones people spend time images voice just fundamental news crime privacy dating family life bloopers practical jokes believe explosion images unleashed specifically cell phone integrated lenses of utter ubiquity dwarfs pictures taken history of photography orders magnitude short order yes changes things big time rgds rob original message mike masnick mailto mike techdirt com sent tuesday august 20 2002 11 58 pm rob shavell cc fork spamassassin taint org subject sprint delivers next big thing keep harping 11 36 pm 20 02 0700 rob shavell wrote content cares content one think useful content always business persons mistake content users communications anything everything avg person could easily send half dozen pics dozen people day mainly humorous guess who cares content trivial nature picture speaks thousand words nothing answer question do care content hell could convinced people would send stupid pics back forth day different opinion convinced stupid picture may worth thousand words same argument guy works made many people know who communicate pictures sure sounds nice say picture is efficient messaging mechanism often actually find drawing someone picture explain something t buy it messages text works fine efficient mechanism messages pictures job would say not nearly often words think pictionary charades and games images usually efficient way to get message across misc ramblings suppose skeptical forkers would said same thing hour photo processing trivial needs get better resultion elswhere yet great decentralizing impact the plant downsized pushed retail operation digital camera finally integrated digital camera phone brings cycle of decentralization photography logical conclusion put the photo giants bed change world meaningful way also sms n take easy took costs less its greatly ironic carriers often trumpet profitabilty sms traffic others ratio cost bandwidth reality sms cannibilizes voice rev bought networks handle argument colleague made along just t understand kids today ll run t saying mms would t take t high quality wasn easy saying could t see people would use way changed face communications looking compelling reason even stupid one why people would want sure integrate cameras the phone quality improves even marginally certainly see people taking pictures cameras occasionally sending to people mostly n see benefit over sending someone email address putting together online or offline photoalbum n think hour photos trivial people want see pics right away quality plenty good enough snapshots that one main reasons digital cameras catching instant view part guessing argument people want instant view also instant show service offers convinced people want instant show think people like package pictures show people put together fancy albums sit force go while explain every picture sure occasionally instant show nice but nice occasion still ca t see becomes integral messaging method specific benefit taking picture immediately sending it one phone another some benefit even it silly people going flock it searching one given straight answer yet only really intriguing idea ve heard things like mms lately dan gillmor assertion one day near future news event happen bunch people snap pictures mobile phones different angles photos tell real story of happened press even gets there willing proven wrong mike ps wireless carriers continue price services stupidly as currently mms never going catch on
456,lol re doomed thousands men wear cb2000s work every day along chastity devices decorations get woody orgasm keyholder allows anyhow know better type conversation nilla men wear happily consensually little power struggle lifestyles people use power exchange instead lots variations definition one gloria brame site power exchange consensual transfer power submissive dominant exchange takes place returned energy dominant empowers submissive anyhow tons informative sites anyone cares to read assure chastity device business well illegal force someone wear one coercion it creative sensuality cindy on thu 5 sep 2002 eirikur hallgrimsson wrote wednesday 04 september 2002 10 59 pm cdale wrote someone needs tell mayor http www cb 2000 com chastity technologies doomed start ll add chemical ones trash heap yeah cindy decorative toys subculture generally someone attempting preserve relationship nonsense quite plainly relationship state preserving little value hardware real use save playing power struggle game n want see future this invisible fence mate must wear location transponders endocrine monitors movies like minority report seems automatic people reach coercive solutions surprizing given low absolute effectiveness coercion absense overwhelming force advantage eirikur t take stocks mathematics anyway huckleberry finn
457,wednesday 04 september 2002 10 59 pm cdale wrote someone needs tell mayor http www cb 2000 com chastity technologies doomed start ll add chemical ones trash heap yeah cindy decorative toys subculture generally someone attempting preserve relationship nonsense quite plainly relationship state preserving little value hardware real use save playing power struggle game n want see future this invisible fence mate must wear location transponders endocrine monitors movies like minority report it seems automatic people reach coercive solutions surprizing given low absolute effectiveness coercion absense of overwhelming force advantage eirikur
458,fri 6 sep 2002 eugen leitl wrote thu 5 sep 2002 bitbitch magnesium net wrote guys still silly antequated ideas women role then opportunities finding women will scarce silly antiquated depends lot country live in it also depends fad style n statistics love half life seems long term relationships use something else glue clearly non silly non antiquated ideas relationships have resulted mostly short duration relationships single parented dysfunctional kids enough boot keep our demographics completely keeling re importing places mostly silly antiquated ideas actualy silly antiquated ideas relationships love resulted bleedings many upon many page musical instrumnet and canvas problem dash little mrs dash or cayenne ginger mm ask ginger root play and let tell child happens single parented word mean child dysfunctional or lives dysfunctional home govt media church tried make it look like disintegration fact coming together family members friends raise children decaying changing nothing wrong change least viewpoint demographics sustainability and counterpressure gerontocracy resulting innovatiophobia re doing something wrong maybe really go dirty tleilaxu way maybe all buy w bandwidth n take stocks mathematics anyway huckleberry finn
459,preaty neat adam duncan beberg http www mithral com beberg beberg mithral com pitch dark bar opens blind dates thu sep 10 09 et berlin reuters diners berlin newest restaurant see they are eating guided table blind waiters the bar pitch black the restaurant opened wednesday aims make guests concentrate on senses sight holding one another first visitors followed waiter roland zimmermann 33 dining room although phd student been blind since childhood one able point chairs cutlery and drinks putting plate right front zimmermann said can find mouth one voice replied dark wonder dish is lasagne casserole another invisible guest said in unsicht bar means invisible german diners choose complete dishes menu indicate whether would like fish meat vegetarian option want people extraordinary experience tasting feeling and smelling said manfred scharbach head organization blind and sight restricted people running bar people surprised tongues taste senses taking over and sending signals eyes would normally sent he added of 30 staff 22 blind an average meal lasts three hours waiters always around to help scharnbach said and end night even reveal customers have actually eating
460,fri 6 sep 2002 kragen sitaker wrote adam beberg writes n politician know tell truth odds impeached by article forwarded explained second line text politician woman next monday ob no clue how they remove mayors in italy ob no clue full stop nearly adam beberg posts posts pouts in rare webster form
461,agree rob think phones mms building traction europe handsets might interesting bottom line help sell phones bill enough time wcarriers networks anyone remember polariod photo sticker fad low quality small size kids totally dug stuff seems like every adolescent girl stuff one point never replaced aimed replace digital cameras normal photographs n think mms photos substitute photography developed local hour joint digital photos pc think expands market forms new category extent category size big question fad sustained market s consumer behavior marketing n think technology adoption follow substitution another product market case digital photos normal photos europe one watch teenagers wireless phones pricing marketing right ll figure carriers figure market them rob shavell rob mobiusvc com mike masnick mike techdirt com cc fork spamassassin taint org subject sprint delivers next big thing date wed 21 aug 2002 01 10 50 0700 right mike agree disagree take comments heart opinion is one last frontiers communications instant show cross easily though right rain pricing am mildly amused level skepticism innatention getting premise world change dramatic unexpected ways billion eye instantly share see amongst n mean people stop talking on phones people spend time images voice just fundamental news crime privacy dating family life bloopers practical jokes believe explosion images unleashed specifically cell phone integrated lenses of utter ubiquity dwarfs pictures taken history of photography orders magnitude short order yes changes things big time rgds rob original message mike masnick mailto mike techdirt com sent tuesday august 20 2002 11 58 pm rob shavell cc fork spamassassin taint org subject sprint delivers next big thing keep harping 11 36 pm 20 02 0700 rob shavell wrote content cares content one think useful content always business persons mistake content users communications anything everything avg person could easily send half dozen pics dozen people day mainly humorous guess who cares content trivial nature picture speaks thousand words nothing answer question do care content hell could convinced people would send stupid pics back forth day different opinion convinced stupid picture may worth thousand words same argument guy works made many people know who communicate pictures sure sounds nice say picture is efficient messaging mechanism often actually find drawing someone picture explain something t buy it messages text works fine efficient mechanism messages pictures job would say not nearly often words think pictionary charades and games images usually efficient way to get message across misc ramblings suppose skeptical forkers would said same thing hour photo processing trivial needs get better resultion elswhere yet great decentralizing impact the plant downsized pushed retail operation digital camera finally integrated digital camera phone brings cycle of decentralization photography logical conclusion put the photo giants bed change world meaningful way also sms n take easy took costs less its greatly ironic carriers often trumpet profitabilty sms traffic others ratio cost bandwidth reality sms cannibilizes voice rev bought networks handle argument colleague made along just t understand kids today ll run t saying mms would t take t high quality wasn easy saying could t see people would use way changed face communications looking compelling reason even stupid one why people would want sure integrate cameras the phone quality improves even marginally certainly see people taking pictures cameras occasionally sending to people mostly n see benefit over sending someone email address putting together online or offline photoalbum n think hour photos trivial people want see pics right away quality plenty good enough snapshots that one main reasons digital cameras catching instant view part guessing argument people want instant view also instant show service offers convinced people want instant show think people like package pictures show people put together fancy albums sit force go while explain every picture sure occasionally instant show nice but nice occasion still ca t see becomes integral messaging method specific benefit taking picture immediately sending it one phone another some benefit even it silly people going flock it searching one given straight answer yet only really intriguing idea ve heard things like mms lately dan gillmor assertion one day near future news event happen bunch people snap pictures mobile phones different angles photos tell real story of happened press even gets there willing proven wrong mike ps wireless carriers continue price services stupidly as currently mms never going catch on
462,fri 6 sep 2002 cdale wrote also depends fad style dna idea fads 100 kiloyear scale unfortunately long as current fads t involve in vivo rewrite genome homeoboxes including problem homeoboxing adult they re not smart idear actualy silly antiquated ideas relationships love have resulted bleedings many upon many page musical instrumnet canvas problem dash little mrs art sure nice however art first priority re kinda fux0red ve set sight sustainable culture dash cayenne ginger mm ask ginger root play let tell child happens be single parented word mean child is dysfunctional lives dysfunctional home govt media church our firmware built single parented counteract that somewhat exposing kid community close friends too many that tried make look like disintegration in fact coming together family members friends raise children decaying changing nothing wrong change i t know exactly wrong something definitely wrong this way important left intuition is right wrong least viewpoint demographics sustainability and counterpressure gerontocracy resulting innovatiophobia re doing something wrong maybe really go dirty tleilaxu way maybe all buy w bandwidth m
463,advertised uk chief come on seems same people use phones text messaging e teenagers hi re the beach met awesome guy pic tom
464,eugen leitl clearly non silly non antiquated ideas relationships resulted mostly short duration relationships single parented dysfunctional kids do t swallow quickly read about more traditional cultures today past do we statistics poor man divorce from centuries past sure kids 18th century england functional those today 20th century saudi arabia least viewpoint demographics sustainability counterpressure gerontocracy resulting innovatiophobia re doing something wrong granting first two points skeptical about the last see signs america specifically or west generally suffering lack of innovation vis vis youth nations iran the last read third generation revolution all want move america failing are importing everything american join worlds largest mail service msn hotmail http www hotmail com
465,fri 6 sep 2002 russell turpin wrote t swallow quickly read about traditional cultures today past do n swallow offering anecdotal first hand experiences number of cultures indicating apparently problem requires more than ad hoc hand waving approach trivial obvious have to xy statistics poor man divorce from centuries past sure kids 18th that easy divorce t happen church society looked after relatively recently privilege granted kings and recently commoners century england functional those today 20th century saudi arabia is saudi arabia meaningful emigration source least viewpoint demographics sustainability counterpressure gerontocracy resulting innovatiophobia re doing something wrong granting first two points skeptical about last see signs america specifically n talking us specifically though demographics problem exists well albeit extent eurotrash facing right west generally suffering lack of innovation vis vis youth nations iran the m seeing lack innovation disturbing trend towards even less innovation autocatalytic process gerontocracy favors gerontocracy last read third generation revolution all want move america failing are importing everything american my point west us first foremost importing innovation carriers working bad trend demographics large scale import kinda sorta works short run not something sustainable
